,company_name,company_ticker
2277,"China Wind Systems, Inc. (MM)",CWS
2278,China Xiangtai Food Company Ltd,PLIN
2279,"China Yida Holding, Co.",CNYD
2280,Chinacast Education Corp (MM),CASTU
2281,"Chinaedu Corp. ADS, Each Representing Three Ordinary Shares (MM)",CEDU
2282,Chipmos Technologies (Bermuda) Ltd. - Common Shares (MM),IMOSD
2283,ChoiceOne Financial Services Inc,COFS
2284,Chordiant Software (MM),CHRD
2285,Churchill Downs Inc,CHDN
2286,Cidara Therapeutics Inc,CDTX
2287,Cifc Corp. (MM),DFR
2288,Cima Labs (MM),CIMA
2289,Cincinnati Bancorp Inc,CNNB
2290,Cinedigm Corporation,CIDM
2291,Cipher Mining Inc,CIFR
2292,Ciprico (MM),CPCI
2293,Cisco Systems Inc,CSCO
2294,Citigroup Fund Upturn Nasd 100 (MM),SFSU
2295,Citius Pharmaceuticals Inc,CTXR
2296,Citizens Community Bancorp,CZWI
2297,Citizens Financial  (MM),CNFL
2298,Citizens First Financial Corp (MM),CFSB
2299,"Citizens Republic Bancorp, Inc. (MM)",CRBC
2300,Citizens South Banking Corp. (MM),CSBC
2301,Citrix Systems Common Stock Ex-Distribution When Issued (MM),CTXSV
2302,City Bank (MM),CTBK
2303,City National Rochdale Socially Responsible Equity Fund Class N (MM),AHRAX
2304,Civista Bancshares Inc,CIVB
2305,"Clarient, Inc. (MM)",CLRT
2306,Clarus Corporation,CLAR
2307,Clarus Therapeutics Holdings Inc,CRXT
2308,Claxson Interactive (MM),XSON
2309,Clean Diesel Technologies (MM),CDTID
2310,Clean Harbors (MM),CLHB
2311,CleanTech Acquisition Corporation,CLAQ
2312,ClearOne Inc,CLRO
2313,ClearSign Technologies Corporation,CLIR
2314,Clearpoint Business Res Units (MM),CPBRU
2315,Clearside Biomedical Inc,CLSD
2316,Clearwire  (MM),CLWRD
2317,Clearwire Corp. - Class A (MM),CLWR
2318,Clene Inc,CLNN
2319,Click Commerce,CKCM
2320,Clientlogic Corpa (MM),CLGC
2321,"Clinical Data, Inc. (MM)",CLDA
2322,Clover Health Investments Corporation,CLOV
2323,Clovis Oncology Inc,CLVS
2324,Cmgi  (MM),CMGI
2325,CoStar Group Inc,CSGP
2326,Coast Finl Hldgs (MM),CFHI
2327,Coastal Financial Corporation,CCB
2328,"Coastway Bancorp, Inc. (MM)",CWAY
2329,Coca Cola Consolidated Inc,COKE
2330,Cocrystal Pharma Inc,COCP
2331,Code Chain New Continent Ltd,CCNC
2332,Codex DNA Inc,DNAY
2333,Codiak BioSciences Inc,CDAK
2334,Coffee Holdings Co,JVA
2335,Cogent Communications Holdings Inc,CCOI
2336,Cognex Corporation,CGNX
2337,Cognizant Technology Solutions Corporation,CTSH
2338,Cognyte Software Ltd,CGNT
2339,CohBar Inc,CWBR
2340,Coherus BioSciences Inc,CHRS
2341,Cohu Inc,COHU
2342,"Coleman Cable, Inc. (MM)",CCIX
2343,Colicity Inc,COLI
2344,CollPlant Biotechnologies Ltd,CLGN
2345,Collective Growth Corporation,CGRO
2346,Collegiate Funding Services  (MM),CFSI
2347,Colliers International Group Inc,CIGI
2348,Colony Bankcorp Inc,CBAN
2349,Color Star Technology Company Ltd,HHT
2350,Colt Telecom Grp. Plc ADS (MM),COLT
2351,Columbia Bancorp  (MM),CBMD
2352,Columbia Financial Inc,CLBK
2353,Columbus McKinnon Corporation,CMCO
2354,Combimatrix  (MM),CBMXD
2355,Combimatrix Corp. - Warrant,CBMXW
2356,Comcast Corporation,CMCSA
2357,CommScope Holding Company Inc,COMM
2358,Command Center Inc,CCNI
2359,Commercefirst Bancorp (MM),CMFB
2360,Commercehub - Series C (delisted),CHUBK
2361,Commercial National Financial Corp. (MM),CNAF
2362,"Commonwealth Bankshares, Inc. (MM)",CWBS
2363,Communications Systems Incorporated,JCS
2364,Community Bancorp (MM),CBONQ
2365,Community Bankers Trust Corporation,ESXB
2366,Community Capital Corp. (MM),CPBK
2367,Community Choice Financial Inc. (MM),CCFI
2368,Community Financial Corporation,TCFC
2369,Community First Bankshares (MM),CFBX
2370,Community Partners Bancorp (MM),CPBC
2371,Community West Bancshares,CWBC
2372,Compass Bancshares (MM),CBSS
2373,Compucom Systems (MM),CMPC
2374,Compugen Ltd,CGEN
2375,Computer Motion (MM),RBOT
2376,Computer Task Group Inc,CTG
2377,Comstock Holding Companies Inc,CHCI
2378,Comtech Telecommunications Corporation,CMTL
2379,Comverse Inc. (MM),CNSIV
2380,"Comverse Technology, Inc. (MM)",CMVT
2381,Concensus Cloud Solutions Inc,CCSI
2382,Concentrix Corporation,CNXCV
2383,Concert Pharmaceuticals Inc,CNCE
2384,Concrete Pumping Holdings Inc,BBCP
2385,Concurrent Computer  (MM),CCURD
2386,Conexant Systems  (MM),CNXTD
2387,Conformis Inc,CFMS
2388,Conifer Holdings Inc,CNFRL
2389,Connecticut Water Services Inc,CTWS
2390,Conns Rights (MM),CONNR
2391,Conor Medsystems,CONR
2392,Consolidated Water Company Ltd,CWCO
2393,Constellation Alpha Capital Corporation,CNAC
2394,Construction Partners Inc,ROAD
2395,Context Therapeutics Inc,CNTX
2396,ContraFect Corporation,CFRX
2397,Contravir Pharmaceuticals (MM),CTRV
2398,"Convergeone Holdings, Inc. (MM)",CVON
2399,"ConversionPoint Holdings, Inc.",CPTI
2400,Converted Organics Inc. - Units Consisting of One Share of Common One Class H Warrant (MM),COINU
2401,Conyers Park III Acquisition Corporation,CPAAU
2402,Cool Holdings (delisted),IFON
2403,"Copano Energy, L.L.C. - Common Units Representing Limited Liability Company Interests (MM)",CPNO
2404,Copernic Inc. (MM),CNIC
2405,Copsync - Warrant (MM),COYNW
2406,CorVel Corp,CRVL
2407,Corazon Capital V838 Monoceros Corporation,CRZN
2408,Corcept Therapeutics Inc,CORT
2409,Core Mark Holding Company Inc,CORE
2410,Corgentech Inc.  (MM),CGTK
2411,Corgi International Limited ADS (MM),CRGID
2412,"Corium International, Inc. (delisted)",CORI
2413,Corner Growth Acquisition Corporation,COOL
2414,Cornerstone OnDemand Inc,CSOD
2415,Corporate Executive Board Company (The) Common Stock (MM),EXBD
2416,Correctional Services  (MM),CSCQ
2417,Corsair Gaming Inc,CRSR
2418,Cortexyme Inc,CRTX
2419,Corvis Gold Inc,KOR
2420,"Cost Plus, Inc. (MM)",CPWM
2421,Costa Inc. - Class A (MM),ATX
2422,Cotherix,CTRX
2423,Cougar Biotechnology (MM),CGRB
2424,County Bancorp Inc,ICBK
2425,Covalent,CVGR
2426,Covenant Logistics Group Inc,CVLG
2427,Covest Bancshares (MM),COVB
2428,"Covetrus, Inc.",CVETV
2429,Cowen Grp. (MM),COWND
2430,Cowen Inc,COWNZ
2431,Cowlitz Bancorporation (MM),CWLZD
2432,Cpex Pharmaceuticals  (MM),CPEXV
2433,"Cpi International, Inc. (MM)",CPII
2434,Craft Brew Alliance Inc,BREW
2435,Cray Inc,CRAY
2436,Creatd Inc,CRTD
2437,Creative Realities Inc,CREX
2438,Credit Acceptance Corporation,CACC
2439,Credit Suisse AG - Velocityshares Daily Inverse Vix Short Term Etn (delisted),XIV
2440,Creditcards.Com (MM),CCRD
2441,Crescent Acquisition Corporation,CRSA
2442,Crexendo Inc,CXDO
2443,Crimson Exploration Inc. (MM),CXPO
2444,"Crm Holdings, Ltd. - Common Shares (MM)",CRMH
2445,Cronos Group Inc,CRON
2446,Cross Country Health,CCRN
2447,CrossFirst Bankshares Inc,CFB
2448,"Crossroads Systems, Inc. (MM)",CRDS
2449,CrowdStrike Holdings Inc,CRWD
2450,Crown Electrokinetics Corporation,CRKN
2451,"Crucell NV ADS, Each Representing One Ordinary Share (MM)",CRXL
2452,CryoPort Inc,CYRX
2453,Cryptologic Limited (MM),CRYP
2454,"Ctc Media, Inc. (MM)",CTCM
2455,Ctr Invts & Consult (MM),CIVC
2456,Cue Health Inc,HLTH
2457,Cullinan Oncology Inc,CGEM
2458,Cumberland Pharmaceutical Inc,CPIX
2459,Cumulus Media Inc,CMLS
2460,Curagen Corp. (MM),CRGN
2461,CuriosityStream Inc,CURI
2462,Cutera Inc,CUTR
2463,Cyanotech  (MM),CYAND
2464,CyberArk Software Ltd,CYBR
2465,Cyberdefender Corp. (MM),CYDE
2466,Cybersource (MM),CYBS
2467,Cyclacel Pharmaceuticals Inc,CYCC
2468,Cyclo Therapeutics Inc,CYTH
2469,Cymabay Therapeutics Inc,CBAY
2470,Cynapsus Therapeutics Inc. (MM),CYNA
2471,"Cypress Bioscience, Inc. (MM)",CYPB
2472,Cyren Ltd,CYRN
2473,Cysive (MM),CYSV
2474,Cytek Biosciences Inc,CTKB
2475,Cytocom Inc,CBLI
2476,CytomX Therapeutics Inc,CTMX
2477,Cytori Therapeutics Warrants (MM),CYTXW
2478,Cyxtera Technologies Inc,CYXT
2479,C&J Energy Services Inc,CJ
2480,"C1 Financial, Inc.",BNK
2481,CACI International Inc,CACI
2482,CARBO Ceramics Inc,CRR
2483,CBL and Associates Properties Inc,CBL
2484,CBRE Global Real Estate Income Fund,IGR
2485,CBS Corp,CBS
2486,CC Neuberger Principal Holdings I,PCPL
2487,CC Neuberger Principal Holdings III,PRPC
2488,CF Industries Holdings Inc,CF
2489,CI Financial Corporation,CIXX
2490,CIRCOR International Inc,CIR
2491,CITIC CAPITAL ACQUISITION CORP.,CCACU
2492,CMS Energy Corporation,CMSD
2493,CMS Energy Corporation,CMSC
2494,CNA Financial Corporation,CNA
2495,CNO Financial Group Inc,CNO
2496,CNX Resources Corporation,CNX
2497,CONMED Corporation,CNMD
2498,CONSOL Energy Inc,CEIX
2499,CSS Industries Inc,CSS
2500,CTS Corporation,CTS
2501,CVR Energy Inc,CVI
2502,CVS Health Corporation,CVS
2503,Cable One Inc,CABO
2504,Cabot Oil and Gas Corp,COG
2505,Cadence Bancorporation,CADE
2506,Cae Inc,CAE
2507,Caleres Inc,CAL
2508,California Resources Corporation,CRC
2509,Calix Inc,CALX
2510,Callon Petroleum Company,CPE
2511,Camden Property Trust,CPT
2512,Cameron International Corp.,CAM
2513,Camping World Holdings Inc,CWH
2514,Canada Goose Holdings Inc,GOOS
2515,Canadian National Railway Co,CNI
2516,Canadian Pacific Railway Inc,CP
2517,CannTrust Holdings Inc,CTST
2518,Cano Health Inc,CANO
2519,Cantel Medical Corp,CMD
2520,Capital One Financial Corporation,COF
2521,Capitol Investment Corp IV,CIC
2522,Capri Holdings Limited,CPRI
2523,Capstar Special Purpose Acquisition Corp,CPSR
2524,CarMax Group,KMX
2525,"Care Capital Properties, Inc. (delisted)",CCP
2526,Carlisle Companies Inc,CSL
2527,Carnival Plc,CUK
2528,Carriage Services Inc,CSV
2529,Cars com Inc,CARS
2530,Carvana Co,CVNA
2531,Casper Sleep Inc,CSPR
2532,Catalent Inc,CTLT
2533,Catcha Investment Corp,CHAA
2534,Cato Corp,CATO
2535,Cdi Corp. (delisted),CDI
2536,Cedar Fair LP,FUN
2537,Celanese Corporation,CE
2538,Cellcom Israel Ltd,CEL
2539,Cenovus Energy Inc,CVE
2540,Center Coast Brookfield MLP and Energy Infrastructure Fund,CEN
2541,Centerra Gold Inc,CGAU
2542,Central Pacific Financial Corp,CPF
2543,Century Communities Inc,CCS
2544,Cerberus Telecom Acquisition Corp,CTAC
2545,ChampionX Corporation,CHX
2546,Chaparral Energy Inc,CHAP
2547,Charah Solutions Inc,CHRA
2548,Charles River Laboratories International Inc,CRL
2549,Chart Industries Inc,GTLS
2550,"Checkpoint Systms, Inc.",CKP
2551,Chegg Inc,CHGG
2552,Chemours Company,CC
2553,Cherry Hill Mortgage Investment Corporation,CHMI
2554,Chesapeake Granite Wash Trust,CHKR
2555,Chesapeake Utilities Corporation,CPK
2556,Chewy Inc,CHWY
2557,Chimera Investment Corporation New,CIM
2558,China Education Alli,CEU
2559,China Green Agriculture Inc,CGA
2560,China Nepstar Chain Drugstore Ltd American Depositary Shares (delisted),NPD
2561,China Telecom Corp Ltd,CHA
2562,Chipotle Mexican Grill Inc,CMG
2563,Church and Dwight Co Inc,CHD
2564,Churchill Capital Corp III,MPLN
2565,Churchill Capital Corp IV,CCIV
2566,Churchill Capital Corp VI,CCVI
2567,"Ciber, Inc. (delisted)",CBR
2568,Cigna Corporation,CI
2569,Cincinnati Bell Inc New,CBB
2570,Cision Ltd,CISN
2571,Citigroup Inc,C
2572,Citizens Inc,CIA
2573,Civeo Corporation New,CVEO
2574,Clarivate PLC,CLVT
2575,Class Acceleration Corp,CLAS
2576,Clear Channel Outdoor Holdings Inc,CCO
2577,ClearBridge Energy Midstream Opportunity Fund Inc,EMO
2578,ClearBridge MLP and Midstream Total Return Fund Inc,CTR
2579,Clearbridge American Energy Mlp Fund Inc. (delisted),CBA
2580,Clearway Energy Inc,CWEN
2581,Cleveland Cliffs Inc,CLF
2582,Climate Real Impact Solutions II Acquisition Corporation,CLIM
2583,Cloopen Group Holding Limited,RAAS
2584,Cloudera Inc,CLDR
2585,"Clubcorp Holdings, Inc. (delisted)",MYCC
2586,Coca Cola Europacific Partners plc,CCEP
2587,Coeur Mining Inc,CDE
2588,Cohen and Steers Global Income Builder Inc,INB
2589,Cohen and Steers Infrastructure Fund Inc,UTF
2590,Cohen and Steers Quality Income Realty Fund Inc,RQI
2591,Cohen and Steers Total RT Realty Fund,RFI
2592,"Cole Real Estate Investments, Inc.",COLE
2593,Colfax Corporation,CFX
2594,Collier Creek Holdings,CCH
2595,Colonnade Acquisition Corp,CLA
2596,Colonnade Acquisition Corp. II,CLAAU
2597,Colony Credit Real Estate Inc,CLNC
2598,Columbia Property Trust Inc,CXP
2599,Columbia Short Duration Bond,SBND
2600,Comfort Systems USA Inc,FIX
2601,Commmunity Healthcare Trust,CHCT
2602,Community Health Systems Inc,CYH
2603,Compass Diversified,CODI
2604,Compass Minerals International Inc,CMP
2605,Comstock Resources Inc New,CRK
2606,Concho Resources Inc,CXO
2607,Concord Acquisition Corp II Class A,CNDA
2608,ConocoPhillips,COP
2609,Consonance-HFW Acquisition Corp,CHFWU
2610,Constellation Brands Inc,STZ
2611,Constellium SE,CSTM
2612,Continental Building Products Inc,CBPX
2613,Convey Holding Parent Inc,CNVY
2614,Cooper Standard Holdings Inc,CPS
2615,Copa Holdings SA,CPA
2616,Core Laboratories N V Netherlands,CLB
2617,CoreCivic Inc,CXW
2618,CoreSite Realty Corporation,COR
2619,Cornerstone Building Brands Inc,CNR
2620,Corporacion America Airports SA,CAAP
2621,Corporate Office Properties Trust,OFC
2622,Corteva Inc,CTVA
2623,Cosan SA,CSAN
2624,Costamare Inc.,CMREPRC
2625,Cott Corporation,COT
2626,"Country Style Cooking Restaurant Chain Co., Ltd American Depositary Shares, Each Representing Four Ordinary Shares (delisted)",CCSC
2627,Coupang Inc,CPNG
2628,Cousins Properties Inc,CUZ
2629,Covia Holdings Corporation,CVIA
2630,Credicorp Ltd,BAP
2631,Crescent Point Energy Corporation,CPG
2632,CrossAmerica Partners LP,CAPL
2633,Crown Holdings Inc,CCK
2634,Crucible Acquisition Corporation,CRU
2635,CubeSmart,CUBE
2636,Cullen Frost Bankers Inc,CFR
2637,"Culp, Inc.",CFI
2638,Curtiss Wright Corp,CW
2639,Cushing MLP and Infrastructure Total Return Fund,SRV
2640,Cushman and Wakefield PLC,CWK
2641,Customers Bancorp Inc,CUBB
2642,"C&J Energy Services, Ltd.",CJES
2643,C3 AI Inc,AI
2644,CAI International Inc,CAI
2645,CBIZ Inc,CBZ
2646,CBRE Acquisition Holdings Inc,CBAH
2647,CBRE Group Inc,CBRE
2648,CBX,CBX
2649,CC Neuberger Principal Holdings II,PRPB
2650,CCC Intelligent Solutions Holdings Inc,CCCS
2651,CGI Inc,GIB
2652,CION Investment Corporation,CION
2653,CIT Group Inc,CIT
2654,CITIC Capital Acquisition Corp,CCAC
2655,CMS Energy Corporation,CMS
2656,CMS Energy Corporation,CMSA
2657,CNH Industrial NV,CNHI
2658,CNX Midstream Partners LP,CNXM
2659,"COLONY AMERICAN HOMES, INC.",CAHS
2660,CONSOL Coal Resources LP,CCR
2661,CS Disco Inc,LAW
2662,CTO Realty Growth Inc,CTO
2663,CURO Group Holdings Corp,CURO
2664,CVR Partners LP,UAN
2665,Cabelas Class A (delisted),CAB
2666,Cabot Corp,CBT
2667,Cactus Inc,WHD
2668,Cadre Holdings Inc,CDRE
2669,"Calatlantic Grp., Inc. (delisted)",CAA
2670,Caliber Home Loans Inc,HOMS
2671,California Water Service Group,CWT
2672,Callaway Golf Co,ELY
2673,Cambrex Corp,CBM
2674,Cameco Corporation,CCJ
2675,Campbell Soup Co,CPB
2676,"Campus Crest Communities, Inc.",CCG
2677,Canadian Imperial Bank of Commerce,CM
2678,Canadian Natural Resources Ltd,CNQ
2679,Cango Inc,CANG
2680,Cannae Holdings Inc,CNNE
2681,Canopy Growth Corporation,CGC
2682,Cantel Medical Corp.,CMN
2683,Capital Senior Living Corp,CSU
2684,Capitol Investment Corp V,CAP
2685,Capri Listco,AJAX
2686,Capstead Mortgage Corporation,CMO
2687,Cardinal Health Inc,CAH
2688,Care com Inc,CRCM
2689,Carnival Corp,CCL
2690,Carpenter Technology Corp,CRS
2691,Carrier Global Corporation,CARR
2692,Carters Inc,CRI
2693,Cascade Acquisition Corp,CAS
2694,Castlight Health Inc,CSLT
2695,CatchMark Timber Trust Inc,CTT
2696,Caterpillar Inc,CAT
2697,Cazoo Group Ltd,CZOO
2698,Ceb Inc. (delisted),CEB
2699,Cedar Realty Trust Inc,CDR
2700,Celestica Inc,CLS
2701,Cementos Pacasmayo SAA New,CPAC
2702,Centene Corp,CNC
2703,CenterPoint Energy Inc,CNP
2704,Centerspace,CSR
2705,Central and Eastern Europe Fund Inc,CEE
2706,CenturyLink Inc,CTL
2707,Ceridian HCM Holding Inc,CDAY
2708,ChannelAdvisor Corporation,ECOM
2709,Charah Solutions Inc,CHRB
2710,ChargePoint Holdings Inc,CHPT
2711,Charles Schwab Corporation,SCHW
2712,Chatham Lodging Trust,CLDT
2713,Cheetah Mobile Inc,CMCM
2714,Chemed Corporation,CHE
2715,Chemtura Corp. (delisted),CHMT
2716,Chesapeake Energy Corp,CHK
2717,Chesapeake Lodging Trust,CHSP
2718,Chevron Corporation,CVX
2719,Chicos FAS Inc,CHS
2720,China Eastern Airlines Corp Ltd,CEA
2721,China Fund Inc,CHN
2722,"China Ming Yang Wind Power Grp. Limited American Depositary Shares, Each Representing One Ordinary Share $0.001 Par Value",MY
2723,China Southern Airlines Co Ltd,ZNH
2724,China Yuchai International Ltd,CYD
2725,Choice Hotels International Inc,CHH
2726,Churchill Capital Corp II,CCX
2727,Churchill Capital Corp III,CCXX
2728,Churchill Capital Corp V,CCV
2729,Churchill Capital Corp VII,CVII
2730,Ciena Corporation,CIEN
2731,Cimarex Energy Co,XEC
2732,Cinemark Holdings Inc,CNK
2733,Citigroup Capital XIV,CPRO
2734,Citizens Financial Group Inc,CFG
2735,City Office REIT Inc,CIO
2736,Clarios International Inc,BTRY
2737,Clarivate Plc,CCC
2738,Clean Harbors Inc,CLH
2739,Clear Secure Inc,YOU
2740,ClearBridge MLP and Midstream Fund Inc,CEM
2741,ClearWater Paper Corporation,CLW
2742,Clearwater Analytics Holdings Inc,CWAN
2743,Cleco Corp.,CNL
2744,Climate Change Crisis Real Impact I Acquisition Corporation,CLII
2745,Clipper Realty Inc,CLPR
2746,Clorox Co,CLX
2747,Cloudflare Inc,NET
2748,Coca Cola Company,KO
2749,Coca-Cola European Partners Plc Ordinary Shares (delisted),CCE
2750,Cohen and Steers Closed End Opportunity Fund Inc,FOF
2751,Cohen and Steers Inc,CNS
2752,Cohen and Steers MLP Income and Energy Opportunity Fund Inc,MIE
2753,Cohen and Steers TaxAdv Pfd Securities and Income Fund,PTA
2754,Cohn Robbins Holdings Corp,CRHC
2755,Colfax Corporation,CFXA
2756,Colgate Palmolive Co,CL
2757,Colombier Acquisition Corp,CLBR
2758,Colonnade Acquisition Corp II,CLAA
2759,Colony Capital Inc,CLNY
2760,"Colony Northstar, Inc. (delisted)",CLNS
2761,Columbia Seligman Premium Technology Growth Fund Inc,STK
2762,Comerica Inc,CMA
2763,Commercial Metals Company,CMC
2764,Community Bank System Inc,CBU
2765,Companhia Parana De Energ,ELP
2766,Compass Inc,COMP
2767,Compute Health Acquisition Corp,CPUH
2768,ConAgra Brands Inc,CAG
2769,Concord Acquisition Corp,CND
2770,Conduent Incorporated,CNDT
2771,Consolidated Edison Inc,ED
2772,Constellation Acquisition Corp I,CSTA
2773,"Constellation Brands, Inc.(Class B)",STZB
2774,Container Store Group Inc,TCS
2775,Continental Resources Inc,CLR
2776,Cooper Companies Inc,COO
2777,Cooper Tire and Rubber Co,CTB
2778,CorEnergy Infrastructure Trust Inc NEW,CORR
2779,Core and Main Inc,CNM
2780,CorePoint Lodging Inc,CPLG
2781,Corelogic Inc,CLGX
2782,Corning Inc,GLW
2783,"Corporate Capital Trust, Inc. (delisted)",CCT
2784,Corsair Partnering Corporation,CORS
2785,Cosan Limiited,CZZ
2786,Costamare Inc,CMRE
2787,Coterra Energy Inc,CTRA
2788,Coty Inc,COTY
2789,Coupa Software Incorporated (delisted),COUP
2790,Coursera Inc,COUR
2791,Covanta Holding Corporation,CVA
2792,Crane Co,CR
2793,Credit Suisse Group,CS
2794,Crestwood Equity Partners LP New,CEQP
2795,Crown Castle International Corp,CCI
2796,Crown PropTech Acquisitions,CPTK
2797,CryoLife Inc,CRY
2798,Cubic Corp,CUB
2799,Culp Inc,CULP
2800,Cummins Inc,CMI
2801,Cushing Energy Income Fund New,SRF
2802,Cushing NextGen Infrastructure Income Fund,SZC
2803,Custom Truck One Source Inc,CTOS
2804,Customers Bancorp Inc,CUBI
2805,D & K Healthcare Resources (MM),DKHR
2806,D&E Communications (MM),DECC
2807,DA32 Life Science Tech Acquisition Corporation,DALS
2808,DD3 Acquisition Corporation II,DDMX
2809,DFB Healthcare Acquisitions Corporation,DFBH
2810,DFP Healthcare Acquisitions Corporation,DFPHW
2811,DHC Acquisition Corporation,DHCA
2812,DICE Therapeutics Inc,DICE
2813,DISH Network Corporation,DISH
2814,DLocal Ltd,DLO
2815,DNB Financial Corporation,DNBF
2816,DT Asia Investments Limited - Unit (MM),CADTU
2817,DXP Enterprises Inc,DXPE
2818,Dade Behring Holdings (MM),DADE
2819,Daiei (MM),DAIED
2820,Daily Journal Corp,DJCO
2821,Daktronics Inc,DAKT
2822,"Danvers Bancorp, Inc. (MM)",DNBK
2823,Dare Bioscience Inc,DARE
2824,Daseke Inc,DSKE
2825,Data Domain (MM),DDUP
2826,Data Knights Acquisition Corporation,DKDCA
2827,Datadog Inc,DDOG
2828,Datascope  (MM),DSCP
2829,Datawatch Corp. (delisted),DWCH
2830,Davids Tea Inc,DTEA
2831,Day One Biopharmaceuticals Inc,DAWN
2832,Daystar Technologies (MM),DSTID
2833,Dayton Superior Corp (MM),DSUP
2834,Ddi Corp. (MM),DDIC
2835,"Dearborn Bancorp, Inc. (MM)",DEAR
2836,Decarbonization Plus Acquisition Corporation,DCRB
2837,Decarbonization Plus Acquisition Corporation II,DCRN
2838,Decarbonization Plus Acquisition Corporation IV,DCRD
2839,Deciphera Pharmaceuticals Inc,DCPH
2840,Decoma International (MM),DECA
2841,Dectron International (MM),DECTW
2842,"Deer Consumer Products, Inc. (MM)",DEER
2843,Definitive Healthcare Corporation,DH
